name,COUNT,AREA,MIN (Band 1),MAX (Band 1),MEAN (Band 1),STDDEV (Band 1),MIN (Band 2),MAX (Band 2),MEAN (Band 2),STDDEV (Band 2),MIN (Band 3),MAX (Band 3),MEAN (Band 3),STDDEV (Band 3),MIN (Band 4),MAX (Band 4),MEAN (Band 4),STDDEV (Band 4),MIN (Band 5),MAX (Band 5),MEAN (Band 5),STDDEV (Band 5)
"K079",22773,3.112069365300000,0.002684363164007664,0.04695535451173782,0.009670904707336152,0.004699229564638736,0.005765916779637337,0.06210355833172798,0.02552976202671544,0.009900780320101735,0.008881367743015289,0.2270282655954361,0.03309017633999221,0.01803398203097708,0.008098106831312180,0.1070438399910927,0.04662095955180622,0.01797648127229998,0.07356202602386475,0.7875618934631348,0.4153176518588581,0.1417674576114394
"K180",7130,0.9743579930000000,0.003655656240880489,0.04791601002216339,0.01283265934319224,0.007054297465880228,0.003779263002797961,0.05435930564999580,0.01639707388335428,0.009204772537369326,0.01351968944072723,0.1700361818075180,0.04233314533186304,0.01899777160259221,0.01179252006113529,0.09532873332500458,0.05244661320437160,0.02105303070635737,0.09314040839672089,0.7448427677154541,0.4093302176019167,0.1625964881076573
"K181",21039,2.875107687900000,0.002481027739122510,0.05720861256122589,0.01139397164768655,0.005196328431206778,0.005916956812143326,0.07413981109857559,0.03166507148507959,0.01391328614345844,0.008052765391767025,0.1255917996168137,0.03729785531237801,0.01789997644234027,0.01189206354320049,0.1165261566638947,0.05424503511872935,0.02182561323011407,0.09845072031021118,0.7488931417465210,0.4075412147380653,0.1365115265029659
"K183",17315,2.366200371500000,0.002780121285468340,0.06797324120998383,0.009852676227454275,0.004435845724404175,0.005002782214432955,0.06404011696577072,0.02435559938042397,0.01008174064336232,0.008878055028617382,0.1570013463497162,0.03163591140008217,0.01434931588174349,0.007455530576407909,0.1035836115479469,0.04526021739614815,0.01934496501476405,0.08285729587078094,0.7932422757148743,0.4315042597002077,0.1666473420810732
"K186",5003,0.6836904683000000,0.002538407687097788,0.03840423747897148,0.01271699694092880,0.006499233434266733,0.004827545490115881,0.06965926289558411,0.02457028573281005,0.01214176162931300,0.009127018973231316,0.1177429333329201,0.03595308141826439,0.01942323486442813,0.007430613972246647,0.1105331629514694,0.04591770613964034,0.02202090238900223,0.09026145190000534,0.7269781231880188,0.3954757479919140,0.1652154173035854
"K197",20399,2.787647783900000,0.001900291186757386,0.09695521742105484,0.01012310614307573,0.005664592015457922,0.003742478322237730,0.06311841309070587,0.02110824250801312,0.01075204518290428,0.006282235495746136,0.1612017154693604,0.03065336880763224,0.01889280500713695,0.007273586932569742,0.1039968281984329,0.04167044031988882,0.01955966048126999,0.07104778289794922,0.8129552006721497,0.3958047936506626,0.1562761572938548
"K215",18434,2.519118547400000,0.003151594195514917,0.05759117007255554,0.01088171031374960,0.005117435246495071,0.007206766400486231,0.06274776905775070,0.02744640278437670,0.009497490085942067,0.009150215424597263,0.1705920547246933,0.03468647879248573,0.01456383444061946,0.009069387800991535,0.1031122207641602,0.05030954735748872,0.01851939386913172,0.07287201285362244,0.8396289348602295,0.4436652103463829,0.1570768687501727
"K219",26457,3.615510437700000,0.002233204431831837,0.04584068432450294,0.01220732242894284,0.006439657046260884,0.005757267586886883,0.08021607249975204,0.02611288748558059,0.01358011237663735,0.007225774228572845,0.1364742666482925,0.03740715116371422,0.02300251957872295,0.007764354348182678,0.1251437067985535,0.04828658820078780,0.02270483536431634,0.07292190939188004,0.7977363467216492,0.3715918653723440,0.1465822865601400
"K233",19357,2.645252127700000,0.002013928024098277,0.08584266901016235,0.008612744565852514,0.005032459666893099,0.004315288271754980,0.06071368232369423,0.01387150965438268,0.005644077403327614,0.007959029637277126,0.2195396274328232,0.02595722119464833,0.01460834769033137,0.008512821048498154,0.1109247431159019,0.03740518507422345,0.01653126080808944,0.07572888582944870,0.7432526350021362,0.3558035037656052,0.1442033789562426
"K268",3017,0.4122914537000000,0.004916185047477484,0.03328740969300270,0.01553162616820506,0.004583817571184500,0.01010586507618427,0.07571889460086823,0.03821401247050259,0.01738669298697811,0.01348399184644222,0.1354674994945526,0.05044133507701877,0.01975227327998665,0.01080175023525953,0.1162766069173813,0.05786097675276673,0.02793510892491289,0.09160742908716202,0.7194861769676208,0.3741707729362755,0.1620168389980645
"K280",14157,1.934640407700000,0.003816017881035805,0.05713671818375587,0.01125731378626096,0.005687134173850734,0.006420297548174858,0.06361774355173111,0.02372038466624320,0.008429316820573364,0.01069746632128954,0.1369674056768417,0.03184064463794836,0.01348305521720197,0.008531185798346996,0.08844489604234695,0.04428506862388476,0.01767887676518192,0.07199414074420929,0.7964273095130920,0.4130575564644082,0.1605829819925129
"K286",13163,1.798804244300000,0.003454492660239339,0.05445523187518120,0.01129384343988878,0.005023308121178490,0.004255410749465227,0.04348858073353767,0.01391873787133394,0.004887861194863506,0.01114619616419077,0.1648613214492798,0.04036429556968102,0.01651888583037858,0.007921681739389896,0.1086796820163727,0.05561651051867181,0.02288196360305218,0.07546131312847137,0.7966643571853638,0.4218452891647195,0.1631388524682475
"K302",9268,1.266528734800000,0.004839589353650808,0.05521989613771439,0.01756987317761082,0.006806021516414763,0.008859584107995033,0.1026184484362602,0.03774612154256925,0.01809888124575145,0.01319858152419329,0.2269993275403976,0.05853663899563574,0.02914541211956779,0.01009668968617916,0.1384558379650116,0.05847235912289091,0.02805706155684792,0.08130539208650589,0.8627191185951233,0.3792906291557761,0.1673561703827058
"K316",29102,3.976965822200000,0.003376139793545008,0.04577708616852760,0.01250807311601947,0.005037054927881533,0.008156160824000835,0.09156657010316849,0.03828254869059507,0.01506771905260101,0.01145501900464296,0.1297476887702942,0.04374527625024523,0.01865981490497611,0.008594910614192486,0.1259502172470093,0.06136330908622525,0.02283007854889326,0.08705599606037140,0.8018396496772766,0.4246093052560423,0.1378337106366274
"K352",21289,2.909271712900000,0.002935329917818308,0.03677542880177498,0.01078842861038559,0.004431067361962845,0.005052680615335703,0.08345241099596024,0.03356815883538070,0.01442273451457987,0.009492160752415657,0.1260706931352615,0.03853187602709975,0.01705209680480469,0.007783004548400640,0.1259205937385559,0.05966966235177253,0.02368591584074937,0.07079223543405533,0.8249087929725647,0.4448876660143072,0.1515166300212240
"K353",27523,3.761185840300000,0.002238336950540543,0.04846225306391716,0.01302445164263900,0.008199953449190139,0.005624849814921618,0.08366855978965759,0.03032925686698930,0.01448742520133355,0.007397336885333061,0.1774706542491913,0.04155563648232940,0.02632755788337839,0.008156967349350452,0.1314622014760971,0.05277207858210259,0.02410313055448063,0.08472554385662079,1.007368922233582,0.5031435589625455,0.1863842096586756
"K354",19055,2.603981985500000,0.003264483064413071,0.06395566463470459,0.01341293761057023,0.005927140685369663,0.007687101140618324,0.09030143171548843,0.03430527177764181,0.01491128836655426,0.009682189673185349,0.2166265845298767,0.04427188827324588,0.02227184900865497,0.01116792019456625,0.1244631558656693,0.05561811285500556,0.02344267118939010,0.09212093055248260,0.8286708593368530,0.3915217438736667,0.1454674099555361
"K359",19459,2.659191049900000,0.002936938311904669,0.08523444831371307,0.01205070631046497,0.006977466756468400,0.002997094765305519,0.05647038668394089,0.01168138326142455,0.006043909752262352,0.009909078478813171,0.2176556289196014,0.04702940611993381,0.02298720606240085,0.01162059325724840,0.1332234591245651,0.06414550850145373,0.02552315076852292,0.08622554689645767,0.8564573526382446,0.4538411619961554,0.1680426631453665
"K383",16319,2.230090895900000,0.004535097628831863,0.05102387070655823,0.01727876201546745,0.007230758282069509,0.009415709413588047,0.08098723739385605,0.03546677560943454,0.01593209338804753,0.01372838392853737,0.1586688756942749,0.05680051080263230,0.02724464095180004,0.01022695377469063,0.1204915195703506,0.05610567251570415,0.02474465477024946,0.09074336290359497,0.7990421056747437,0.3826932341939669,0.1513795279528487
"K402",17128,2.340645680800000,0.003948832396417856,0.06523902714252472,0.01659041377535244,0.008373681424849832,0.007175421807914972,0.1066958680748940,0.03359333824957159,0.01655745023773402,0.01144491601735353,0.1943789571523666,0.05321161286338393,0.02880679197280619,0.009468413889408112,0.1282237172126770,0.05503423349582320,0.02532143082041393,0.07906125485897064,0.8586470484733582,0.4015346214036896,0.1612298228044469
"K403",14967,2.045331848700000,0.004331673961132765,0.06130472570657730,0.01634947516069165,0.007201592400746435,0.007105736527591944,0.08765407651662827,0.03228952630365202,0.01565452028901312,0.01147880032658577,0.1629214286804199,0.04985387541944589,0.02629242318507741,0.009840539656579494,0.1305292099714279,0.05267381563863831,0.02571899193818104,0.08497606217861176,0.8053430914878845,0.3825900295611541,0.1667122296633877
"K409",4985,0.6812306585000001,0.003679238958284259,0.06311401724815369,0.01196217425587917,0.007240393551405318,0.002927152905613184,0.05463656410574913,0.009761293342060509,0.006862637651163834,0.01542148925364017,0.2118390649557114,0.04902852452775779,0.02188473836325378,0.01153625734150410,0.09773303568363190,0.05373979474314182,0.02168027876580814,0.08230394870042801,0.7392238378524780,0.3744980311127698,0.1674556863997825
"K412",5940,0.8117372340000001,0.003625664627179503,0.07788015902042389,0.01225214766080550,0.006795223920583146,0.003281729761511087,0.04642063379287720,0.01077685769289099,0.006686501514334471,0.01362397428601980,0.1653662323951721,0.05152968042341975,0.02256127803483444,0.01096714287996292,0.1160079091787338,0.05793733939870261,0.02845497605381785,0.09137827903032303,0.7993063330650330,0.4121878138194582,0.1907129730838482
"K414",10425,1.424639842500000,0.001882682903669775,0.03839655220508575,0.008821229163872199,0.005171911621004189,0.002293657744303346,0.03321949392557144,0.007590360427453974,0.004001853410872717,0.008146819658577442,0.1310027241706848,0.02725705600506684,0.01427637342993391,0.006685925181955099,0.08567502349615097,0.03569446081148208,0.01583456318121216,0.06801215559244156,0.6584185957908630,0.3196430323192542,0.1382873894350561
"K418",24192,3.305984371200000,0.002462527714669704,0.05856670439243317,0.01293269479118521,0.007324772674264831,0.006219247821718454,0.08957514911890030,0.02881241004884248,0.01431189218021815,0.008362263441085815,0.1845371574163437,0.04140430340343510,0.02591381790125932,0.009077891707420349,0.1287132203578949,0.05027737047923017,0.02284306281570428,0.08745436370372772,0.8399086594581604,0.3734865342827378,0.1441455762063180
"K424",6815,0.9313113215000001,0.004909393377602100,0.04143354296684265,0.01364605974451101,0.004879744928818470,0.006638961844146252,0.05169686675071716,0.01936368981891490,0.008341923077813514,0.01287727244198322,0.1210887059569359,0.03876273538698649,0.01665590025627122,0.008807945065200329,0.09395757317543030,0.04160384994795545,0.02194729647598627,0.07787942886352539,0.7038791775703430,0.3308287923607596,0.1658497114108667
